customer_id,age,gender,annual_income,purchase_amount,purchase_date,next_month_purchase_amount
320,22,Female,62979,322.41,2023-12-29T19:16:58+03:00,
321,40,Female,129867,591.96,2023-10-26T19:16:58+03:00,
321,40,Female,129867,1296.71,2024-04-10T19:16:58+03:00,
321,40,Female,129867,1268.20,2023-12-15T19:16:58+03:00,
321,40,Female,129867,61.95,2023-08-03T19:16:58+03:00,
321,40,Female,129867,439.16,2024-05-13T19:16:58+03:00,
321,40,Female,129867,323.67,2023-07-28T19:16:58+03:00,
322,27,Male,93064,936.63,2023-08-30T19:16:58+03:00,
322,27,Male,93064,688.60,2024-02-24T19:16:58+03:00,
322,27,Male,93064,1198.40,2023-06-18T19:16:58+03:00,
323,34,Female,126560,896.50,2024-04-22T19:16:58+03:00,
323,34,Female,126560,369.41,2023-08-06T19:16:58+03:00,
325,35,Male,128021,1256.00,2023-05-26T19:16:58+03:00,
325,35,Male,128021,955.65,2023-11-01T19:16:58+03:00,
325,35,Male,128021,493.85,2023-08-31T19:16:58+03:00,
325,35,Male,128021,707.51,2023-12-01T19:16:58+03:00,
325,35,Male,128021,1334.66,2024-05-03T19:16:58+03:00,
325,35,Male,128021,86.54,2024-03-08T19:16:58+03:00,
325,35,Male,128021,1088.16,2023-10-30T19:16:58+03:00,
325,35,Male,128021,1268.55,2023-10-27T19:16:58+03:00,
325,35,Male,128021,481.12,2023-08-26T19:16:58+03:00,
325,35,Male,128021,311.49,2024-03-16T19:16:58+03:00,
325,35,Male,128021,406.08,2023-12-03T19:16:58+03:00,
325,35,Male,128021,431.98,2023-06-11T19:16:58+03:00,
325,35,Male,128021,209.18,2023-06-01T19:16:58+03:00,
325,35,Male,128021,525.80,2023-11-25T19:16:58+03:00,
325,35,Male,128021,256.61,2023-08-29T19:16:58+03:00,
326,70,Female,31519,149.06,2023-07-28T19:16:58+03:00,
326,70,Female,31519,494.92,2023-07-03T19:16:58+03:00,
326,70,Female,31519,569.69,2023-06-16T19:16:58+03:00,
326,70,Female,31519,10.04,2023-07-31T19:16:58+03:00,
326,70,Female,31519,694.44,2023-08-07T19:16:58+03:00,
326,70,Female,31519,335.81,2023-08-10T19:16:58+03:00,
326,70,Female,31519,466.66,2023-09-24T19:16:58+03:00,
327,24,Male,34585,757.05,2023-12-03T19:16:58+03:00,
327,24,Male,34585,482.67,2024-01-30T19:16:58+03:00,
327,24,Male,34585,915.06,2023-09-21T19:16:58+03:00,
328,39,Female,103255,763.09,2023-07-16T19:16:58+03:00,
328,39,Female,103255,450.12,2024-03-18T19:16:58+03:00,
328,39,Female,103255,684.80,2024-01-11T19:16:58+03:00,
328,39,Female,103255,1058.05,2024-03-29T19:16:58+03:00,
329,26,Female,72028,555.20,2023-10-12T19:16:58+03:00,
329,26,Female,72028,666.73,2023-05-31T19:16:58+03:00,
329,26,Female,72028,224.58,2024-05-13T19:16:58+03:00,
329,26,Female,72028,285.50,2023-05-31T19:16:58+03:00,
330,33,Male,34368,391.19,2023-10-11T19:16:58+03:00,
330,33,Male,34368,151.39,2024-03-26T19:16:58+03:00,
330,33,Male,34368,487.48,2023-12-26T19:16:58+03:00,
331,20,Female,127830,678.67,2023-06-01T19:16:58+03:00,
331,20,Female,127830,1159.59,2024-01-29T19:16:58+03:00,
331,20,Female,127830,742.38,2023-05-27T19:16:58+03:00,
332,77,Female,124868,272.93,2023-10-26T19:16:58+03:00,
332,77,Female,124868,218.90,2023-12-26T19:16:58+03:00,
332,77,Female,124868,742.65,2024-05-21T19:16:58+03:00,
332,77,Female,124868,308.45,2023-09-04T19:16:58+03:00,
332,77,Female,124868,904.66,2024-01-28T19:16:58+03:00,
333,31,Male,84765,438.47,2023-05-28T19:16:58+03:00,
333,31,Male,84765,1072.65,2023-07-03T19:16:58+03:00,
333,31,Male,84765,614.95,2023-12-01T19:16:58+03:00,
333,31,Male,84765,1166.14,2024-02-16T19:16:58+03:00,
333,31,Male,84765,940.25,2023-08-15T19:16:58+03:00,
334,24,Female,41572,280.92,2023-12-15T19:16:58+03:00,
334,24,Female,41572,318.11,2023-08-01T19:16:58+03:00,
334,24,Female,41572,820.95,2023-08-24T19:16:58+03:00,
335,38,Female,123909,1355.54,2023-11-14T19:16:58+03:00,
335,38,Female,123909,552.16,2024-04-14T19:16:58+03:00,
335,38,Female,123909,490.20,2023-11-03T19:16:58+03:00,
335,38,Female,123909,272.00,2023-12-15T19:16:58+03:00,
335,38,Female,123909,690.98,2023-09-08T19:16:58+03:00,
335,38,Female,123909,1146.67,2024-01-08T19:16:58+03:00,
336,26,Female,92307,1097.55,2024-05-22T19:16:58+03:00,
336,26,Female,92307,1044.60,2023-08-26T19:16:58+03:00,
336,26,Female,92307,231.30,2023-09-06T19:16:58+03:00,
336,26,Female,92307,303.31,2024-02-09T19:16:58+03:00,
336,26,Female,92307,130.24,2024-05-21T19:16:58+03:00,
336,26,Female,92307,777.23,2024-02-14T19:16:58+03:00,
337,26,Female,93664,1021.50,2023-10-15T19:16:58+03:00,
337,26,Female,93664,810.92,2023-09-06T19:16:58+03:00,
337,26,Female,93664,564.75,2023-11-26T19:16:58+03:00,
337,26,Female,93664,724.04,2023-05-26T19:16:58+03:00,
337,26,Female,93664,236.39,2023-06-03T19:16:58+03:00,
337,26,Female,93664,259.72,2024-04-01T19:16:58+03:00,
337,26,Female,93664,1062.70,2023-07-01T19:16:58+03:00,
337,26,Female,93664,58.07,2023-06-06T19:16:58+03:00,
338,19,Male,63931,580.79,2023-12-22T19:16:58+03:00,
338,19,Male,63931,19.77,2024-04-28T19:16:58+03:00,
338,19,Male,63931,127.20,2024-02-11T19:16:58+03:00,
338,19,Male,63931,189.40,2024-02-29T19:16:58+03:00,
338,19,Male,63931,918.96,2023-10-07T19:16:58+03:00,
338,19,Male,63931,360.04,2024-03-12T19:16:58+03:00,
339,34,Female,100818,405.03,2023-06-05T19:16:58+03:00,
339,34,Female,100818,1108.17,2024-01-11T19:16:58+03:00,
339,34,Female,100818,597.26,2023-10-02T19:16:58+03:00,
339,34,Female,100818,618.34,2023-06-01T19:16:58+03:00,
339,34,Female,100818,969.56,2024-01-24T19:16:58+03:00,
339,34,Female,100818,769.99,2023-05-26T19:16:58+03:00,
339,34,Female,100818,807.52,2023-11-14T19:16:58+03:00,
340,50,Female,110409,1383.90,2024-04-28T19:16:58+03:00,
340,50,Female,110409,116.89,2024-03-06T19:16:58+03:00,
340,50,Female,110409,848.55,2023-11-14T19:16:58+03:00,
340,50,Female,110409,1036.79,2023-11-03T19:16:58+03:00,
340,50,Female,110409,1014.54,2023-12-29T19:16:58+03:00,
340,50,Female,110409,1014.30,2024-01-17T19:16:58+03:00,
340,50,Female,110409,13.73,2023-11-04T19:16:58+03:00,
340,50,Female,110409,831.63,2023-11-26T19:16:58+03:00,
340,50,Female,110409,1052.96,2023-11-16T19:16:58+03:00,
341,79,Male,110712,280.85,2024-01-20T19:16:58+03:00,
341,79,Male,110712,165.01,2023-07-30T19:16:58+03:00,
341,79,Male,110712,631.76,2023-09-13T19:16:58+03:00,
341,79,Male,110712,1043.90,2024-04-08T19:16:58+03:00,
341,79,Male,110712,772.38,2023-07-27T19:16:58+03:00,
341,79,Male,110712,677.80,2024-03-26T19:16:58+03:00,
341,79,Male,110712,251.05,2024-03-03T19:16:58+03:00,
342,22,Male,103213,634.47,2023-09-15T19:16:58+03:00,
342,22,Male,103213,755.72,2023-09-10T19:16:58+03:00,
342,22,Male,103213,480.29,2023-06-19T19:16:58+03:00,
342,22,Male,103213,702.63,2023-08-06T19:16:58+03:00,
342,22,Male,103213,725.22,2024-05-18T19:16:58+03:00,
342,22,Male,103213,41.13,2024-03-09T19:16:58+03:00,
343,37,Female,110679,1209.23,2024-03-19T19:16:58+03:00,
343,37,Female,110679,1122.46,2024-04-25T19:16:58+03:00,
344,34,Male,100909,595.95,2023-09-29T19:16:58+03:00,
344,34,Male,100909,202.32,2023-09-10T19:16:58+03:00,
344,34,Male,100909,162.75,2023-08-28T19:16:58+03:00,
344,34,Male,100909,482.92,2023-05-30T19:16:58+03:00,
344,34,Male,100909,987.49,2023-08-05T19:16:58+03:00,
345,38,Male,120810,868.76,2023-07-11T19:16:58+03:00,
345,38,Male,120810,570.02,2024-01-15T19:16:58+03:00,
345,38,Male,120810,326.77,2024-03-16T19:16:58+03:00,
345,38,Male,120810,927.65,2024-03-11T19:16:58+03:00,
345,38,Male,120810,1144.66,2023-11-18T19:16:58+03:00,
345,38,Male,120810,366.01,2024-04-25T19:16:58+03:00,
346,28,Female,43240,87.90,2024-05-05T19:16:58+03:00,
346,28,Female,43240,105.50,2024-01-09T19:16:58+03:00,
346,28,Female,43240,964.88,2023-07-14T19:16:58+03:00,
346,28,Female,43240,960.84,2024-05-04T19:16:58+03:00,
346,28,Female,43240,341.63,2024-01-09T19:16:58+03:00,
347,62,Male,111514,743.25,2023-11-28T19:16:58+03:00,
347,62,Male,111514,641.20,2023-08-02T19:16:58+03:00,
347,62,Male,111514,20.85,2024-04-26T19:16:58+03:00,
347,62,Male,111514,201.49,2023-12-16T19:16:58+03:00,
347,62,Male,111514,1126.29,2023-10-13T19:16:58+03:00,
347,62,Male,111514,239.48,2023-07-04T19:16:58+03:00,
347,62,Male,111514,217.61,2024-01-03T19:16:58+03:00,
347,62,Male,111514,1295.24,2023-11-08T19:16:58+03:00,
347,62,Male,111514,509.93,2024-01-02T19:16:58+03:00,
348,71,Female,61315,209.59,2024-01-16T19:16:58+03:00,
348,71,Female,61315,277.92,2023-10-23T19:16:58+03:00,
348,71,Female,61315,985.68,2023-10-26T19:16:58+03:00,
348,71,Female,61315,784.50,2023-09-09T19:16:58+03:00,
348,71,Female,61315,408.29,2023-07-26T19:16:58+03:00,
349,63,Male,113028,455.48,2024-02-18T19:16:58+03:00,
349,63,Male,113028,1139.78,2024-03-25T19:16:58+03:00,
350,37,Male,126378,548.35,2024-03-04T19:16:58+03:00,
350,37,Male,126378,560.40,2024-03-16T19:16:58+03:00,
351,44,Female,34397,946.43,2024-01-12T19:16:58+03:00,
351,44,Female,34397,632.35,2023-08-31T19:16:58+03:00,
351,44,Female,34397,255.08,2023-12-08T19:16:58+03:00,
352,46,Female,77305,584.37,2024-02-19T19:16:58+03:00,
352,46,Female,77305,879.58,2023-08-17T19:16:58+03:00,
352,46,Female,77305,798.52,2023-10-28T19:16:58+03:00,
352,46,Female,77305,835.85,2023-06-06T19:16:58+03:00,
352,46,Female,77305,667.36,2024-01-11T19:16:58+03:00,
353,67,Male,48578,627.41,2024-02-23T19:16:58+03:00,
353,67,Male,48578,484.68,2023-10-03T19:16:58+03:00,
353,67,Male,48578,275.02,2023-08-04T19:16:58+03:00,
353,67,Male,48578,602.78,2023-10-20T19:16:58+03:00,
353,67,Male,48578,699.63,2024-05-05T19:16:58+03:00,
354,37,Female,82197,832.12,2024-05-22T19:16:58+03:00,
354,37,Female,82197,925.87,2024-03-18T19:16:58+03:00,
354,37,Female,82197,972.51,2023-09-28T19:16:58+03:00,
354,37,Female,82197,617.63,2023-12-15T19:16:58+03:00,
354,37,Female,82197,368.17,2023-12-10T19:16:58+03:00,
354,37,Female,82197,207.11,2023-09-01T19:16:58+03:00,
354,37,Female,82197,28.61,2024-01-30T19:16:58+03:00,
354,37,Female,82197,395.19,2024-03-30T19:16:58+03:00,
354,37,Female,82197,399.99,2024-04-24T19:16:58+03:00,
354,37,Female,82197,1030.11,2024-03-14T19:16:58+03:00,
355,21,Female,51757,448.64,2023-06-28T19:16:58+03:00,
355,21,Female,51757,40.67,2023-05-31T19:16:58+03:00,
355,21,Female,51757,719.32,2023-10-12T19:16:58+03:00,
355,21,Female,51757,675.48,2024-05-14T19:16:58+03:00,
355,21,Female,51757,501.73,2024-03-29T19:16:58+03:00,
355,21,Female,51757,120.61,2024-01-30T19:16:58+03:00,
356,37,Female,117600,1264.92,2023-12-11T19:16:58+03:00,
356,37,Female,117600,102.10,2024-03-07T19:16:58+03:00,
356,37,Female,117600,593.24,2023-08-16T19:16:58+03:00,
356,37,Female,117600,1.67,2023-08-27T19:16:58+03:00,
356,37,Female,117600,646.36,2024-01-30T19:16:58+03:00,
356,37,Female,117600,737.71,2023-07-19T19:16:58+03:00,
356,37,Female,117600,1391.41,2023-09-28T19:16:58+03:00,
357,39,Female,117282,541.38,2023-12-12T19:16:58+03:00,
357,39,Female,117282,629.22,2024-04-16T19:16:58+03:00,
358,45,Female,114688,252.57,2023-08-01T19:16:58+03:00,
358,45,Female,114688,1375.82,2023-12-07T19:16:58+03:00,
358,45,Female,114688,1358.58,2024-03-02T19:16:58+03:00,
358,45,Female,114688,404.16,2024-05-06T19:16:58+03:00,
358,45,Female,114688,177.79,2023-09-06T19:16:58+03:00,
358,45,Female,114688,753.27,2023-12-20T19:16:58+03:00,
358,45,Female,114688,1042.61,2024-05-22T19:16:58+03:00,
359,78,Male,52007,419.13,2023-10-26T19:16:58+03:00,
360,49,Female,119359,435.08,2023-06-03T19:16:58+03:00,
360,49,Female,119359,516.00,2023-07-16T19:16:58+03:00,
360,49,Female,119359,607.14,2023-11-26T19:16:58+03:00,
360,49,Female,119359,129.82,2023-09-26T19:16:58+03:00,
360,49,Female,119359,536.87,2023-11-30T19:16:58+03:00,
360,49,Female,119359,642.75,2023-07-22T19:16:58+03:00,
360,49,Female,119359,529.44,2024-03-22T19:16:58+03:00,
360,49,Female,119359,553.19,2023-06-21T19:16:58+03:00,
360,49,Female,119359,340.90,2023-10-14T19:16:58+03:00,
361,34,Male,105579,260.88,2023-06-11T19:16:58+03:00,
361,34,Male,105579,449.96,2024-05-08T19:16:58+03:00,
361,34,Male,105579,887.45,2024-01-16T19:16:58+03:00,
361,34,Male,105579,1017.58,2024-02-16T19:16:58+03:00,
361,34,Male,105579,885.14,2024-02-17T19:16:58+03:00,
361,34,Male,105579,874.24,2024-03-24T19:16:58+03:00,
362,36,Female,108884,1120.53,2023-06-01T19:16:58+03:00,
362,36,Female,108884,1074.29,2024-05-14T19:16:58+03:00,
362,36,Female,108884,902.78,2024-03-06T19:16:58+03:00,
362,36,Female,108884,743.57,2023-08-17T19:16:58+03:00,
362,36,Female,108884,555.75,2023-10-27T19:16:58+03:00,
363,58,Female,99130,470.84,2023-09-03T19:16:58+03:00,
363,58,Female,99130,779.85,2023-09-02T19:16:58+03:00,
363,58,Female,99130,1087.07,2023-12-01T19:16:58+03:00,
364,28,Female,99049,310.41,2024-03-28T19:16:58+03:00,
364,28,Female,99049,201.18,2024-04-06T19:16:58+03:00,
364,28,Female,99049,67.12,2024-03-29T19:16:58+03:00,
364,28,Female,99049,90.86,2023-06-27T19:16:58+03:00,
364,28,Female,99049,984.83,2023-07-12T19:16:58+03:00,
366,27,Female,64791,409.78,2024-02-28T19:16:58+03:00,
366,27,Female,64791,425.07,2023-12-08T19:16:58+03:00,
366,27,Female,64791,68.36,2023-07-21T19:16:58+03:00,
366,27,Female,64791,467.76,2023-11-21T19:16:58+03:00,
367,19,Female,58035,13.85,2023-07-05T19:16:58+03:00,
367,19,Female,58035,713.59,2024-05-14T19:16:58+03:00,
367,19,Female,58035,608.13,2023-10-24T19:16:58+03:00,
367,19,Female,58035,13.63,2023-08-14T19:16:58+03:00,
367,19,Female,58035,28.06,2023-07-21T19:16:58+03:00,
368,37,Male,123495,196.49,2023-12-06T19:16:58+03:00,
368,37,Male,123495,31.89,2024-03-24T19:16:58+03:00,
368,37,Male,123495,652.14,2024-02-20T19:16:58+03:00,
368,37,Male,123495,784.31,2024-04-30T19:16:58+03:00,
368,37,Male,123495,48.97,2023-06-06T19:16:58+03:00,
368,37,Male,123495,606.86,2023-05-24T19:16:58+03:00,
368,37,Male,123495,1057.01,2023-08-17T19:16:58+03:00,
368,37,Male,123495,149.08,2024-05-11T19:16:58+03:00,
368,37,Male,123495,268.23,2023-09-11T19:16:58+03:00,
368,37,Male,123495,920.82,2023-07-21T19:16:58+03:00,
369,32,Female,48913,423.58,2023-10-08T19:16:58+03:00,
370,24,Male,63624,83.78,2024-05-18T19:16:58+03:00,
370,24,Male,63624,904.26,2023-07-13T19:16:58+03:00,
370,24,Male,63624,754.08,2023-05-25T19:16:58+03:00,
370,24,Male,63624,817.11,2023-08-06T19:16:58+03:00,
370,24,Male,63624,142.38,2023-07-21T19:16:58+03:00,
370,24,Male,63624,530.75,2023-09-28T19:16:58+03:00,
371,40,Male,90126,1015.31,2024-02-06T19:16:58+03:00,
371,40,Male,90126,589.35,2024-01-21T19:16:58+03:00,
371,40,Male,90126,658.41,2024-01-28T19:16:58+03:00,
371,40,Male,90126,313.55,2023-06-04T19:16:58+03:00,
371,40,Male,90126,1194.34,2023-12-17T19:16:58+03:00,
372,24,Female,50959,14.19,2023-09-13T19:16:58+03:00,
372,24,Female,50959,289.96,2023-08-03T19:16:58+03:00,
372,24,Female,50959,488.12,2024-01-23T19:16:58+03:00,
372,24,Female,50959,287.26,2023-10-13T19:16:58+03:00,
372,24,Female,50959,949.52,2023-08-09T19:16:58+03:00,
372,24,Female,50959,284.30,2023-10-18T19:16:58+03:00,
372,24,Female,50959,681.06,2023-11-22T19:16:58+03:00,
372,24,Female,50959,901.00,2023-12-18T19:16:58+03:00,
372,24,Female,50959,939.05,2024-03-16T19:16:58+03:00,
373,77,Female,54975,362.50,2024-01-01T19:16:58+03:00,
373,77,Female,54975,920.66,2023-07-06T19:16:58+03:00,
373,77,Female,54975,265.51,2023-09-06T19:16:58+03:00,
373,77,Female,54975,38.27,2023-06-29T19:16:58+03:00,
374,27,Male,93372,605.20,2023-11-17T19:16:58+03:00,
374,27,Male,93372,783.80,2023-08-02T19:16:58+03:00,
374,27,Male,93372,843.53,2024-03-12T19:16:58+03:00,
374,27,Male,93372,970.52,2023-05-31T19:16:58+03:00,
374,27,Male,93372,655.13,2023-07-11T19:16:58+03:00,
374,27,Male,93372,478.35,2023-09-03T19:16:58+03:00,
375,36,Female,112002,1183.53,2023-05-29T19:16:58+03:00,
375,36,Female,112002,1368.23,2024-01-24T19:16:58+03:00,
375,36,Female,112002,1258.93,2023-07-19T19:16:58+03:00,
375,36,Female,112002,268.56,2023-07-09T19:16:58+03:00,
375,36,Female,112002,1220.26,2024-03-02T19:16:58+03:00,
375,36,Female,112002,778.50,2023-08-28T19:16:58+03:00,
376,20,Female,72211,775.46,2024-03-11T19:16:58+03:00,
376,20,Female,72211,554.04,2023-09-24T19:16:58+03:00,
376,20,Female,72211,1024.38,2023-09-09T19:16:58+03:00,
376,20,Female,72211,377.57,2024-02-25T19:16:58+03:00,
377,80,Female,62473,884.59,2024-03-30T19:16:58+03:00,
377,80,Female,62473,935.85,2023-07-12T19:16:58+03:00,
377,80,Female,62473,660.34,2024-03-01T19:16:58+03:00,
378,34,Female,63302,31.02,2023-08-07T19:16:58+03:00,
378,34,Female,63302,693.69,2023-06-13T19:16:58+03:00,
378,34,Female,63302,380.05,2023-07-27T19:16:58+03:00,
378,34,Female,63302,308.58,2023-08-08T19:16:58+03:00,
379,37,Male,129495,918.95,2024-03-10T19:16:58+03:00,
379,37,Male,129495,314.31,2023-12-25T19:16:58+03:00,
379,37,Male,129495,466.46,2023-09-28T19:16:58+03:00,
379,37,Male,129495,956.07,2024-04-28T19:16:58+03:00,
379,37,Male,129495,1010.01,2024-03-05T19:16:58+03:00,
379,37,Male,129495,243.54,2023-12-15T19:16:58+03:00,
380,24,Male,37222,444.88,2024-01-29T19:16:58+03:00,
380,24,Male,37222,846.16,2024-01-05T19:16:58+03:00,
380,24,Male,37222,993.95,2023-11-11T19:16:58+03:00,
380,24,Male,37222,365.24,2024-03-21T19:16:58+03:00,
380,24,Male,37222,124.35,2023-06-02T19:16:58+03:00,
381,23,Female,67454,873.59,2023-10-16T19:16:58+03:00,
381,23,Female,67454,721.19,2023-07-21T19:16:58+03:00,
381,23,Female,67454,607.73,2023-07-12T19:16:58+03:00,
381,23,Female,67454,94.05,2023-06-16T19:16:58+03:00,
381,23,Female,67454,272.86,2024-05-13T19:16:58+03:00,
381,23,Female,67454,338.86,2023-10-18T19:16:58+03:00,
382,23,Female,93083,404.41,2024-04-04T19:16:58+03:00,
382,23,Female,93083,541.24,2023-12-28T19:16:58+03:00,
382,23,Female,93083,67.21,2023-07-18T19:16:58+03:00,
382,23,Female,93083,1164.93,2024-05-10T19:16:58+03:00,
382,23,Female,93083,129.01,2023-08-11T19:16:58+03:00,
382,23,Female,93083,766.29,2023-11-09T19:16:58+03:00,
382,23,Female,93083,904.37,2023-09-24T19:16:58+03:00,
382,23,Female,93083,1154.75,2023-08-05T19:16:58+03:00,
382,23,Female,93083,1107.02,2024-03-19T19:16:58+03:00,
382,23,Female,93083,864.52,2023-06-05T19:16:58+03:00,
382,23,Female,93083,211.75,2023-09-13T19:16:58+03:00,
382,23,Female,93083,174.00,2024-04-08T19:16:58+03:00,
382,23,Female,93083,198.62,2023-10-14T19:16:58+03:00,
383,24,Female,57189,330.82,2023-09-04T19:16:58+03:00,
383,24,Female,57189,355.76,2024-02-27T19:16:58+03:00,
383,24,Female,57189,663.97,2023-08-03T19:16:58+03:00,
383,24,Female,57189,240.43,2023-11-06T19:16:58+03:00,
383,24,Female,57189,753.23,2023-12-30T19:16:58+03:00,
383,24,Female,57189,527.77,2023-10-26T19:16:58+03:00,
383,24,Female,57189,376.44,2024-01-15T19:16:58+03:00,
383,24,Female,57189,202.42,2024-01-02T19:16:58+03:00,
383,24,Female,57189,537.79,2024-03-07T19:16:58+03:00,
383,24,Female,57189,9.47,2024-05-10T19:16:58+03:00,
384,64,Female,78516,470.84,2023-07-27T19:16:58+03:00,
384,64,Female,78516,6.61,2024-01-21T19:16:58+03:00,
384,64,Female,78516,630.93,2023-11-03T19:16:58+03:00,
384,64,Female,78516,314.23,2023-08-04T19:16:58+03:00,
384,64,Female,78516,804.10,2023-12-04T19:16:58+03:00,
384,64,Female,78516,626.32,2024-03-13T19:16:58+03:00,
384,64,Female,78516,1123.17,2024-02-12T19:16:58+03:00,
385,28,Male,82411,350.52,2024-02-09T19:16:58+03:00,
386,26,Female,91583,653.07,2023-11-02T19:16:58+03:00,
388,23,Female,89086,607.72,2024-01-06T19:16:58+03:00,
388,23,Female,89086,86.39,2023-11-01T19:16:58+03:00,
388,23,Female,89086,234.29,2024-03-29T19:16:58+03:00,
388,23,Female,89086,579.60,2023-08-19T19:16:58+03:00,
388,23,Female,89086,222.56,2023-05-31T19:16:58+03:00,
388,23,Female,89086,199.95,2024-01-07T19:16:58+03:00,
388,23,Female,89086,1010.00,2023-10-19T19:16:58+03:00,
389,19,Female,113177,1303.82,2023-07-12T19:16:58+03:00,
389,19,Female,113177,952.17,2023-11-26T19:16:58+03:00,
389,19,Female,113177,853.94,2023-10-26T19:16:58+03:00,
390,41,Female,126335,771.39,2024-01-21T19:16:58+03:00,
390,41,Female,126335,489.88,2023-09-28T19:16:58+03:00,
390,41,Female,126335,1099.16,2023-09-27T19:16:58+03:00,
391,73,Female,129879,349.81,2024-05-03T19:16:58+03:00,
391,73,Female,129879,913.99,2023-09-26T19:16:58+03:00,
391,73,Female,129879,604.77,2024-01-28T19:16:58+03:00,
392,37,Male,123701,1342.47,2023-10-30T19:16:58+03:00,
392,37,Male,123701,1320.00,2023-08-30T19:16:58+03:00,
392,37,Male,123701,297.82,2023-10-03T19:16:58+03:00,
392,37,Male,123701,1141.97,2023-08-15T19:16:58+03:00,
392,37,Male,123701,552.83,2024-05-10T19:16:58+03:00,
392,37,Male,123701,1063.04,2024-02-19T19:16:58+03:00,
392,37,Male,123701,32.88,2023-08-18T19:16:58+03:00,
393,25,Male,34096,229.47,2023-07-19T19:16:58+03:00,
393,25,Male,34096,884.45,2023-05-30T19:16:58+03:00,
393,25,Male,34096,57.85,2024-03-12T19:16:58+03:00,
393,25,Male,34096,818.09,2024-03-09T19:16:58+03:00,
393,25,Male,34096,381.56,2024-02-12T19:16:58+03:00,
393,25,Male,34096,358.25,2024-02-13T19:16:58+03:00,
393,25,Male,34096,643.65,2024-02-29T19:16:58+03:00,
393,25,Male,34096,615.88,2023-06-09T19:16:58+03:00,
394,19,Female,78557,117.60,2024-03-29T19:16:58+03:00,
395,75,Male,44319,198.71,2024-03-08T19:16:58+03:00,
395,75,Male,44319,98.30,2024-04-29T19:16:58+03:00,
395,75,Male,44319,475.53,2024-03-05T19:16:58+03:00,
395,75,Male,44319,454.30,2024-02-06T19:16:58+03:00,
395,75,Male,44319,823.15,2024-02-23T19:16:58+03:00,
396,28,Female,105938,801.45,2023-11-22T19:16:58+03:00,
396,28,Female,105938,3.77,2023-10-06T19:16:58+03:00,
397,27,Female,81875,198.15,2023-09-01T19:16:58+03:00,
397,27,Female,81875,1187.84,2023-09-04T19:16:58+03:00,
397,27,Female,81875,74.70,2023-12-26T19:16:58+03:00,
398,74,Female,34321,887.67,2024-01-11T19:16:58+03:00,
398,74,Female,34321,841.48,2023-09-08T19:16:58+03:00,
398,74,Female,34321,322.56,2023-09-12T19:16:58+03:00,
398,74,Female,34321,837.05,2023-10-10T19:16:58+03:00,
398,74,Female,34321,681.15,2023-07-17T19:16:58+03:00,
398,74,Female,34321,489.37,2023-11-29T19:16:58+03:00,
398,74,Female,34321,249.05,2023-08-16T19:16:58+03:00,
398,74,Female,34321,745.48,2024-04-30T19:16:58+03:00,
399,72,Male,128251,520.78,2024-02-29T19:16:58+03:00,
400,37,Female,121182,332.51,2024-03-22T19:16:58+03:00,
400,37,Female,121182,1186.97,2023-06-28T19:16:58+03:00,
400,37,Female,121182,413.51,2023-07-20T19:16:58+03:00,
400,37,Female,121182,1113.08,2023-10-25T19:16:58+03:00,
401,24,Female,67164,84.05,2023-12-04T19:16:58+03:00,
402,38,Female,114209,1045.50,2023-07-23T19:16:58+03:00,
402,38,Female,114209,1039.97,2023-07-15T19:16:58+03:00,
402,38,Female,114209,891.46,2023-07-20T19:16:58+03:00,
402,38,Female,114209,960.45,2024-03-17T19:16:58+03:00,
404,38,Female,116166,1300.56,2024-04-12T19:16:58+03:00,
404,38,Female,116166,1379.08,2024-01-31T19:16:58+03:00,
404,38,Female,116166,336.04,2023-10-13T19:16:58+03:00,
404,38,Female,116166,179.32,2023-09-07T19:16:58+03:00,
404,38,Female,116166,984.83,2024-03-18T19:16:58+03:00,
404,38,Female,116166,692.67,2024-01-22T19:16:58+03:00,
404,38,Female,116166,90.48,2023-06-04T19:16:58+03:00,
404,38,Female,116166,455.20,2023-08-20T19:16:58+03:00,
404,38,Female,116166,14.09,2024-01-18T19:16:58+03:00,
404,38,Female,116166,641.00,2024-05-13T19:16:58+03:00,
404,38,Female,116166,1034.03,2023-10-08T19:16:58+03:00,
404,38,Female,116166,59.43,2023-10-01T19:16:58+03:00,
405,34,Female,77596,492.51,2024-05-22T19:16:58+03:00,
405,34,Female,77596,400.81,2023-07-02T19:16:58+03:00,
405,34,Female,77596,378.55,2023-12-04T19:16:58+03:00,
405,34,Female,77596,179.62,2023-12-25T19:16:58+03:00,
405,34,Female,77596,1092.49,2024-02-21T19:16:58+03:00,
405,34,Female,77596,552.26,2023-12-27T19:16:58+03:00,
405,34,Female,77596,933.21,2024-04-12T19:16:58+03:00,
406,35,Female,91221,172.95,2023-09-25T19:16:58+03:00,
406,35,Female,91221,1137.93,2023-10-29T19:16:58+03:00,
406,35,Female,91221,445.49,2023-07-08T19:16:58+03:00,
406,35,Female,91221,678.59,2023-06-17T19:16:58+03:00,
407,29,Male,82591,97.13,2023-05-31T19:16:58+03:00,
407,29,Male,82591,815.40,2023-09-23T19:16:58+03:00,
407,29,Male,82591,813.82,2024-03-30T19:16:58+03:00,
407,29,Male,82591,716.19,2024-01-12T19:16:58+03:00,
407,29,Male,82591,8.29,2024-02-22T19:16:58+03:00,
407,29,Male,82591,467.01,2023-12-02T19:16:58+03:00,
